tide_height,wind_speed,sea_temp,rainfall,mangrove_index,past_event,risk_level,region_name,timestamp___date,tide_zone
1.45,19.2,25.9,48.4,0.87,None,Safe,Gujarat Coast,15-11-1997,Intertidal
1.66,23.1,29.7,39.7,0.62,Algal bloom,Caution,West Bengal Coast,10-12-2011,Offshore
2.15,51,26.4,20.6,0.93,None,Caution,Tamil Nadu Coast,11-03-2018,Low Tide
1.72,23.3,27.6,10.8,0.69,None,Safe,Odisha Coast,16-05-1994,High Tide
2.37,31.3,29.7,15.4,0.71,Cyclone,Dangerous,Odisha Coast,28-02-1994,Intertidal
1.41,33.5,26.4,32.2,0.76,None,Safe,Kerala Coast,03-09-1984,Offshore
1.17,15,26.6,46.2,1,None,Safe,Gujarat Coast,12-01-2010,Low Tide
0.92,16.7,29.5,2.4,0.94,None,Safe,Gujarat Coast,09-11-1995,High Tide
0.67,12.5,25.9,10.7,0.83,Flooding,Dangerous,Kerala Coast,05-03-2007,Intertidal
1.69,16.4,27,32.9,0.54,Rising sea level,Caution,Kerala Coast,26-02-1995,Offshore
1.82,7.2,29.4,12.4,0.73,Illegal dumping,Caution,Kerala Coast,04-12-2019,Low Tide
1.62,33.5,33.1,8.9,0.55,Algal bloom,Caution,Tamil Nadu Coast,02-07-1993,High Tide
2.75,51.7,29.5,11.7,0.85,Cyclone,Dangerous,West Bengal Coast,11-08-1989,Intertidal
2.74,28.8,29.2,20.3,0.73,None,Safe,Gujarat Coast,21-07-1980,Offshore
1.8,10,29.3,188,0.5,Illegal dumping,Caution,Tamil Nadu Coast,05-05-2011,Low Tide
0.92,19.3,25.3,14.9,0.71,Cyclone,Dangerous,Kerala Coast,20-07-1991,High Tide
1.66,21.5,28.3,5.1,0.55,Algal bloom,Caution,Gujarat Coast,27-09-2014,Intertidal
1.64,14.8,27.9,3.9,0.73,Algal bloom,Caution,Tamil Nadu Coast,11-07-2004,Offshore
1.61,37.3,28.8,1,0.55,Erosion,Caution,West Bengal Coast,07-01-1992,Low Tide
1.58,36.7,28.3,18,0.7,None,Safe,Tamil Nadu Coast,16-05-1986,High Tide
1.61,13.1,28.9,17.3,0.84,None,Safe,West Bengal Coast,30-11-2001,Intertidal
1.77,35.7,27.2,5.1,0.69,Algal bloom,Caution,Kerala Coast,10-01-1988,Offshore
1.62,45.3,28.1,26.1,0.63,Rising sea level,Caution,West Bengal Coast,17-04-2001,Low Tide
2.12,49.8,24.9,29.7,0.74,Algal bloom,Caution,Gujarat Coast,16-07-1980,High Tide
2.22,61.4,27.2,6.6,0.83,None,Caution,Kerala Coast,05-07-1999,Intertidal
1.45,16.2,31.5,9.3,0.5,None,Safe,Gujarat Coast,14-04-1985,Offshore
2.76,60.9,28.8,102.4,0.75,Algal bloom,Caution,Odisha Coast,27-03-2012,Low Tide
1.41,22.7,27.9,10.3,0.94,Algal bloom,Caution,Mumbai Coast,19-03-1997,High Tide
1.03,19.9,32.7,31.5,0.8,Cyclone,Dangerous,West Bengal Coast,04-02-2004,Intertidal
2.23,30.9,24.6,13.3,0.71,None,Safe,Mumbai Coast,22-05-2011,Offshore
1.51,20,25.2,34.7,0.82,Rising sea level,Caution,Mumbai Coast,27-07-2005,Low Tide
2.19,31.8,32.3,32.2,0.78,Cyclone,Dangerous,West Bengal Coast,22-09-1991,High Tide
0.56,11.2,28.1,24.2,0.84,Flooding,Dangerous,Kerala Coast,24-09-2011,Intertidal
2.84,24.1,27.4,42.4,0.34,None,Safe,Odisha Coast,16-11-1986,Offshore
2.4,42.4,25,61.6,0.42,None,Safe,Gujarat Coast,05-05-2007,Low Tide
1.1,26.3,29.1,19.1,0.88,Rising sea level,Caution,Tamil Nadu Coast,21-10-1981,High Tide
1.11,28.7,29.4,6,0.43,None,Safe,Gujarat Coast,12-09-1987,Intertidal
3,32.7,25.3,11.2,0.77,Cyclone,Dangerous,Tamil Nadu Coast,08-06-1999,Offshore
1.56,41,27.6,31.2,0.64,None,Safe,Gujarat Coast,30-12-2018,Low Tide
1.5,7.1,27.2,23.2,0.52,Flooding,Dangerous,West Bengal Coast,03-12-1997,High Tide
0.64,34,28.6,4.3,0.76,None,Safe,Odisha Coast,06-03-2006,Intertidal
1.79,23.8,25.2,1.2,0.74,None,Safe,Tamil Nadu Coast,09-06-1985,Offshore
1.86,29,31.1,25.3,1,Rising sea level,Caution,Kerala Coast,04-11-2017,Low Tide
2.43,39.7,30.3,6.4,0.59,Cyclone,Dangerous,Gujarat Coast,30-10-2002,High Tide
1.16,12.7,27.1,15.2,0.96,None,Safe,Gujarat Coast,30-03-2011,Intertidal
1.09,14.8,27.5,30.2,0.76,None,Safe,Tamil Nadu Coast,21-12-1987,Offshore
2.27,3.8,27.7,18.2,0.58,Illegal dumping,Caution,Kerala Coast,30-09-1984,Low Tide
2.6,20.4,26.1,1.9,0.84,None,Safe,Kerala Coast,17-01-1985,High Tide
1.06,43,26.9,4.5,0.8,Cyclone,Dangerous,West Bengal Coast,07-10-2003,Intertidal
2.65,25.6,27.3,5.4,0.71,None,Safe,West Bengal Coast,24-02-1988,Offshore
2.02,10.9,32,6.6,0.75,Rising sea level,Caution,West Bengal Coast,13-05-1985,Low Tide
2.66,21.2,30.4,18.3,0.59,Flooding,Dangerous,West Bengal Coast,08-10-1995,High Tide
1.96,9.1,30.3,15.4,0.55,Cyclone,Dangerous,West Bengal Coast,30-04-1998,Intertidal
0.49,13.5,28.9,5,0.84,None,Safe,West Bengal Coast,13-07-1986,Offshore
1.91,31.7,25.2,1.5,0.66,Rising sea level,Caution,Odisha Coast,03-06-2010,Low Tide
2.64,12.9,27.9,4.1,0.69,None,Safe,Kerala Coast,19-12-1992,High Tide
1.46,40.4,30.4,91.5,0.75,Rising sea level,Caution,West Bengal Coast,07-12-1984,Intertidal
1.77,26.1,24.9,13.9,0.75,None,Safe,Kerala Coast,30-04-2002,Offshore
1.89,28,29.6,44.4,0.44,Algal bloom,Caution,Kerala Coast,26-03-2002,Low Tide
0.26,23.7,33.8,41.6,0.93,None,Safe,Mumbai Coast,11-02-1998,High Tide
3,36.3,30.7,15.8,0.72,Algal bloom,Caution,Odisha Coast,13-01-2019,Intertidal
1.46,36.4,31.5,27,0.66,None,Safe,West Bengal Coast,30-08-2019,Offshore
2.3,31,28.5,4.7,0.78,None,Safe,Gujarat Coast,25-02-1995,Low Tide
1.95,33.8,30.4,25.7,0.74,None,Safe,Tamil Nadu Coast,13-02-1991,High Tide
2.75,24.5,26.2,7,0.84,None,Safe,Gujarat Coast,27-08-2011,Intertidal
2.24,33.5,30,39.3,0.8,None,Safe,Odisha Coast,12-02-2018,Offshore
1.86,22.9,29.6,1.9,0.83,None,Safe,Tamil Nadu Coast,19-09-1980,Low Tide
1.46,27,28.7,32.6,0.94,Rising sea level,Caution,Odisha Coast,15-07-2018,High Tide
2.48,23.7,31.3,2.3,0.86,None,Safe,Kerala Coast,19-03-1997,Intertidal
0.88,21.5,26.7,46.9,0.67,Algal bloom,Caution,Tamil Nadu Coast,12-03-2020,Offshore
2.39,18.7,27.5,8,0.5,None,Safe,Kerala Coast,19-02-2004,Low Tide
1.34,32.6,28.2,23.4,1,Cyclone,Dangerous,Gujarat Coast,18-03-2005,High Tide
2.75,42.7,25.4,14.7,0.66,None,Safe,Gujarat Coast,27-05-2012,Intertidal
2.1,41.1,28.6,10,0.61,Illegal dumping,Caution,Tamil Nadu Coast,20-01-2016,Offshore
2.39,11.9,23.7,22.8,0.39,Erosion,Caution,Tamil Nadu Coast,11-08-1985,Low Tide
2.05,42.5,30.6,64.8,0.76,None,Safe,West Bengal Coast,06-11-1994,High Tide
0.95,23.2,28.1,0.9,0.73,Flooding,Dangerous,Odisha Coast,11-12-2019,Intertidal
1.48,34.2,26.7,55.3,0.43,None,Safe,West Bengal Coast,15-08-2012,Offshore
2.4,16.1,25.9,20.7,0.78,Cyclone,Dangerous,Odisha Coast,14-06-1992,Low Tide
2.1,28.7,27.4,36.2,0.61,None,Safe,West Bengal Coast,05-07-1988,High Tide
2.71,30.8,29.7,10.7,1,None,Safe,Kerala Coast,18-11-2016,Intertidal
2.24,9.2,29.4,14,0.6,None,Safe,Tamil Nadu Coast,17-08-2013,Offshore
1.42,34.3,26.2,44.7,0.62,Algal bloom,Caution,Gujarat Coast,07-08-1999,Low Tide
1.52,43.2,25.9,11.8,0.54,None,Safe,Odisha Coast,22-01-2008,High Tide
2.06,24.9,29.6,16.8,0.93,Flooding,Dangerous,Odisha Coast,05-04-2000,Intertidal
0.61,43.3,26.2,0.4,0.63,Cyclone,Dangerous,Gujarat Coast,05-09-1988,Offshore
3,24.7,28.1,3.8,0.57,None,Safe,West Bengal Coast,13-01-2007,Low Tide
2.27,37.2,28.3,22.6,0.83,Algal bloom,Caution,Odisha Coast,05-03-1986,High Tide
2.74,0.4,28.8,27.8,0.45,Erosion,Caution,Kerala Coast,28-02-1983,Intertidal
1.05,56,30.1,19.2,0.81,Rising sea level,Caution,Tamil Nadu Coast,26-04-1992,Offshore
2.75,44.9,24.8,3.4,1,Cyclone,Dangerous,Gujarat Coast,27-03-1997,Low Tide
3.34,23.6,23.2,13,0.8,Flooding,Dangerous,Tamil Nadu Coast,19-12-1996,High Tide
1.21,3.3,26.6,9.7,0.81,Flooding,Dangerous,Odisha Coast,02-03-2011,Intertidal
2.46,30.5,32.5,15.1,0.86,None,Safe,Odisha Coast,27-01-2007,Offshore
2,9.7,33.1,44.9,1,None,Safe,Gujarat Coast,10-05-2013,Low Tide
1.07,32.3,32.6,32.9,0.92,None,Safe,Kerala Coast,12-05-2015,High Tide
2.3,31.9,27.5,1.9,0.78,None,Safe,Mumbai Coast,01-04-2015,Intertidal
2.5,15.7,23.5,48.6,0.86,None,Safe,Gujarat Coast,06-07-1984,Offshore
1.64,40.5,22.1,14,0.54,Illegal dumping,Caution,Mumbai Coast,02-03-1995,Low Tide
2.7,36.7,26.5,30,0.84,None,Safe,West Bengal Coast,21-05-2006,High Tide
1,38.7,27.5,3.3,0.52,Algal bloom,Caution,Mumbai Coast,01-07-1991,Intertidal
1.1,27.1,31.3,24.4,0.63,Algal bloom,Caution,Kerala Coast,03-03-2013,Offshore
2.08,10,30.2,5.9,0.15,None,Safe,West Bengal Coast,14-02-2003,Low Tide
2.02,38.7,28.6,12.7,0.77,None,Safe,Mumbai Coast,22-02-2011,High Tide
1.57,23.8,25.8,0.4,0.58,Cyclone,Dangerous,West Bengal Coast,01-01-1987,Intertidal
2.49,10.3,25.6,3.6,0.9,Algal bloom,Caution,Mumbai Coast,24-04-1995,Offshore
2.32,43.2,28.6,2.1,0.77,Illegal dumping,Caution,Kerala Coast,08-04-1980,Low Tide
2.51,52.2,29.7,6,0.9,None,Caution,Mumbai Coast,09-01-1986,High Tide
1.93,26.5,29,2.3,0.5,Rising sea level,Caution,Mumbai Coast,20-10-2018,Intertidal
2.36,52.9,25.4,25.9,0.89,None,Caution,Mumbai Coast,09-02-1988,Offshore
1.73,28.1,29.6,0.6,1,Algal bloom,Caution,Gujarat Coast,24-11-2018,Low Tide
3.23,22.4,29.1,21.2,0.84,Cyclone,Dangerous,Gujarat Coast,13-08-1993,High Tide
1.51,19.4,25.3,3.3,0.84,None,Safe,Gujarat Coast,20-02-1992,Intertidal
3.26,46.6,26,63.9,0.73,None,Caution,Kerala Coast,08-10-2012,Offshore
2.02,17.6,29.7,59.5,0.61,None,Safe,West Bengal Coast,09-11-1987,Low Tide
1.17,35.8,27.4,5.6,0.84,None,Safe,Odisha Coast,14-04-2011,High Tide
2.82,20.3,32,21,0.43,Algal bloom,Caution,Mumbai Coast,22-10-2012,Intertidal
2.08,21.5,29.3,0.6,0.62,None,Safe,Mumbai Coast,14-08-1982,Offshore
2.51,39.4,26.8,59.1,0.38,Cyclone,Dangerous,Kerala Coast,23-04-2018,Low Tide
2.73,22.4,28,16.3,0.57,None,Safe,Mumbai Coast,25-07-2013,High Tide
2.2,22.1,28.2,1,0.82,Flooding,Dangerous,Gujarat Coast,13-11-2002,Intertidal
1.64,40.6,26.2,9.2,0.79,Flooding,Dangerous,Odisha Coast,09-08-1995,Offshore
2.59,46.2,25.7,1.8,0.71,Flooding,Dangerous,Tamil Nadu Coast,05-01-1999,Low Tide
2,34.7,29.8,11,0.73,Cyclone,Dangerous,Mumbai Coast,20-04-1992,High Tide
2.41,19.1,30.1,24.4,0.36,None,Safe,Gujarat Coast,27-12-2005,Intertidal
0.71,20.9,29.5,14,0.63,Flooding,Dangerous,Tamil Nadu Coast,12-06-1993,Offshore
2.27,28,31.8,10.6,0.58,None,Safe,Odisha Coast,01-12-1990,Low Tide
1.62,30.9,26.6,2.8,0.58,None,Safe,Tamil Nadu Coast,11-08-2006,High Tide
2.99,15.1,32.2,6.2,0.81,None,Safe,Gujarat Coast,20-06-1996,Intertidal
2.37,35.7,25.7,2.3,0.55,Algal bloom,Caution,West Bengal Coast,08-07-2017,Offshore
2.14,28,25.5,36.2,0.59,Algal bloom,Caution,West Bengal Coast,24-10-2016,Low Tide
2.29,6.4,23.6,3.2,0.32,Algal bloom,Caution,Tamil Nadu Coast,03-05-1983,High Tide
1.4,15.9,26.9,19.9,0.65,None,Safe,Kerala Coast,23-04-1992,Intertidal
2.97,21,26.7,9.2,0.5,None,Safe,Tamil Nadu Coast,18-12-1992,Offshore
3.19,26.1,29.3,5.6,0.71,Rising sea level,Caution,Mumbai Coast,05-12-2010,Low Tide
2.24,49.7,28.6,22.4,0.53,Cyclone,Dangerous,Mumbai Coast,01-12-2009,High Tide
2.95,29.9,25,13.4,0.72,None,Safe,West Bengal Coast,21-06-1992,Intertidal
1.66,16.9,27,11.2,0.67,Cyclone,Dangerous,Kerala Coast,15-01-2005,Offshore
1.52,29.6,27.1,19.8,1,None,Safe,Gujarat Coast,15-01-2002,Low Tide
2.02,22.8,23.6,14.9,0.79,None,Safe,Mumbai Coast,05-12-2014,High Tide
2.26,30.9,25.5,8,0.37,None,Safe,West Bengal Coast,08-06-1989,Intertidal
1.76,34,26.1,18,0.47,None,Safe,Odisha Coast,11-11-1982,Offshore
2.32,41.5,31.6,24.4,0.71,None,Safe,West Bengal Coast,15-11-1998,Low Tide
2.18,26.7,28.5,0.6,0.53,Rising sea level,Caution,Mumbai Coast,20-08-1984,High Tide
1.4,46.7,29.7,13.8,0.17,Cyclone,Dangerous,Mumbai Coast,09-05-2019,Intertidal
2.31,37.9,24.3,1.3,0.94,None,Safe,West Bengal Coast,17-11-2019,Offshore
2.52,18.5,31,4.5,0.83,Algal bloom,Caution,Gujarat Coast,29-05-1989,Low Tide
2.1,53.5,31.3,18.1,0.79,Illegal dumping,Caution,Tamil Nadu Coast,20-12-2003,High Tide
2.69,30.9,23,44.2,0.59,None,Safe,Mumbai Coast,26-03-2009,Intertidal
1.27,17,26.2,47.2,0.78,Erosion,Caution,West Bengal Coast,21-02-1996,Offshore
2.28,46.8,29.2,1.6,0.57,Cyclone,Dangerous,West Bengal Coast,08-03-1989,Low Tide
1.3,51.9,29.6,12,0.74,None,Caution,Kerala Coast,28-04-2019,High Tide
1.33,26.6,26.3,19.2,0.53,None,Safe,Tamil Nadu Coast,13-08-1980,Intertidal
1.62,21,27.2,3.5,0.97,None,Safe,Odisha Coast,25-05-1993,Offshore
1.43,24.9,26.5,31.9,0.42,Algal bloom,Caution,Gujarat Coast,10-01-2020,Low Tide
1.67,35.6,28.3,30,0.92,None,Safe,Odisha Coast,24-03-1999,High Tide
1.87,42.3,31,51.4,0.71,Cyclone,Dangerous,Tamil Nadu Coast,20-01-2005,Intertidal
2.5,33.8,26.1,0.2,0.61,Algal bloom,Caution,Tamil Nadu Coast,02-05-1995,Offshore
1.81,28.2,30.5,5.4,0.73,None,Safe,Tamil Nadu Coast,18-11-2014,Low Tide
1.05,45,26,38.6,0.83,Erosion,Caution,Odisha Coast,29-10-2010,High Tide
2.68,23.2,25.9,24.4,0.95,Erosion,Caution,Tamil Nadu Coast,22-11-2001,Intertidal
1.5,39.4,30,49.5,0.76,None,Safe,West Bengal Coast,29-08-2004,Offshore
1.96,23.5,30.3,1.3,0.54,Illegal dumping,Caution,Odisha Coast,12-06-2015,Low Tide
2.27,32.2,30.1,20,0.71,None,Safe,Tamil Nadu Coast,13-01-2001,High Tide
2.12,25.6,24.7,18.5,1,None,Safe,West Bengal Coast,16-09-1992,Intertidal
2.66,26.3,26.8,0.8,0.94,None,Safe,Kerala Coast,20-12-2016,Offshore
2.29,22.5,30.1,15.9,0.86,Cyclone,Dangerous,Tamil Nadu Coast,21-12-2010,Low Tide
1.48,43.1,28.1,20.7,0.84,Cyclone,Dangerous,Odisha Coast,09-01-2001,High Tide
3.31,18.2,25.3,4.7,0.83,None,Safe,Mumbai Coast,22-06-2002,Intertidal
2.12,18.1,29.1,7,0.91,None,Safe,Tamil Nadu Coast,04-02-2000,Offshore
1.91,52.5,26.2,22.5,0.62,None,Caution,Mumbai Coast,31-10-2005,Low Tide
2.58,38.7,32.5,13.9,0.46,Erosion,Caution,West Bengal Coast,14-01-1986,High Tide
2.15,1.6,31.9,42.9,0.71,Erosion,Caution,Kerala Coast,04-05-2009,Intertidal
2.24,20.2,29.5,9.2,0.55,Algal bloom,Caution,Gujarat Coast,05-12-1982,Offshore
3.5,5.3,31.4,6.8,0.51,Algal bloom,Caution,Kerala Coast,06-06-1989,Low Tide
1.83,15.6,28.2,92.2,0.57,Cyclone,Dangerous,Tamil Nadu Coast,14-06-2009,High Tide
1.81,10.7,29.9,53.3,1,None,Safe,Mumbai Coast,09-07-2019,Intertidal
2.07,25.4,31.7,0.6,0.72,None,Safe,Mumbai Coast,26-06-2018,Offshore
2.64,13.3,28.6,32.4,0.77,Algal bloom,Caution,Odisha Coast,26-11-1982,Low Tide
1.1,27.7,27.4,2.6,0.48,Cyclone,Dangerous,Mumbai Coast,16-05-1986,High Tide
0.82,7.5,23.7,0.6,0.37,None,Safe,Odisha Coast,13-05-1989,Intertidal
1.65,28,27.8,7,0.55,Illegal dumping,Caution,West Bengal Coast,10-08-2020,Offshore
1.02,22,30.1,6.9,0.96,Erosion,Caution,Gujarat Coast,28-10-1980,Low Tide
1.75,45,30.4,37.6,0.76,None,Safe,Tamil Nadu Coast,19-02-2014,High Tide
2.3,43.9,29.3,27.3,0.81,Cyclone,Dangerous,Odisha Coast,29-08-1981,Intertidal
1.47,36.4,26.6,87.9,0.83,Rising sea level,Caution,Gujarat Coast,05-09-1988,Offshore
1.14,23.1,23.1,27.3,0.59,None,Safe,Mumbai Coast,30-11-1981,Low Tide
2.04,50.8,26.8,11.9,0.95,Cyclone,Dangerous,Mumbai Coast,06-12-1993,High Tide
2.52,8.4,27.2,26.4,0.59,None,Safe,Gujarat Coast,19-07-2005,Intertidal
0.98,10.2,27.2,165.5,0.95,None,Caution,Mumbai Coast,09-07-1980,Offshore
2.49,26,29.5,27.2,0.78,Erosion,Caution,West Bengal Coast,22-09-2008,Low Tide
2.49,54,33,31.6,0.38,None,Caution,West Bengal Coast,07-09-1982,High Tide
2.57,24.6,28.3,61.3,0.57,None,Safe,Gujarat Coast,23-02-1988,Intertidal
2.73,24.8,27.5,2.7,0.38,None,Safe,Odisha Coast,15-09-1996,Offshore
3.32,9.7,27.4,26.8,0.91,None,Safe,Odisha Coast,30-03-1983,Low Tide
1.79,38.4,28.3,41.9,0.7,None,Safe,Gujarat Coast,09-02-1989,High Tide
2.07,38.4,25.9,67.9,0.3,Algal bloom,Caution,Odisha Coast,17-04-1989,Intertidal
1.75,36.5,28.3,5.2,0.77,None,Safe,Odisha Coast,11-10-2002,Offshore
2,19.4,29.1,15.4,0.6,Cyclone,Dangerous,West Bengal Coast,31-01-2008,Low Tide
2.92,18.5,28.5,25.1,0.43,Algal bloom,Caution,Odisha Coast,21-12-1984,High Tide
1.19,11.5,29.1,6.3,1,None,Safe,Kerala Coast,11-01-1996,Intertidal
1.48,28,29.1,20.2,0.72,Cyclone,Dangerous,Tamil Nadu Coast,15-05-1998,Offshore
2.83,14,23.6,6.6,0.65,Algal bloom,Caution,Mumbai Coast,23-07-1981,Low Tide
2.61,12.9,29.6,8.9,0.63,None,Safe,Kerala Coast,25-11-1994,High Tide
1.78,21.9,26.3,12.8,0.43,None,Safe,Odisha Coast,10-03-1985,Intertidal
2.51,21.1,25.3,16.6,0.47,Cyclone,Dangerous,West Bengal Coast,26-06-1987,Offshore
2.2,20.5,25.2,13.1,0.93,Illegal dumping,Caution,Gujarat Coast,30-07-1990,Low Tide
2.9,32.6,29.1,15,0.61,None,Safe,Odisha Coast,10-05-2015,High Tide
2.04,27.9,27.4,7.8,0.7,None,Safe,West Bengal Coast,30-05-2000,Intertidal
2.62,23.5,23.8,3.8,0.33,None,Safe,Tamil Nadu Coast,28-12-1990,Offshore
3.59,29.2,29.2,1.1,0.46,None,Safe,Odisha Coast,16-05-2010,Low Tide
2.36,15.1,24.4,4.8,0.81,Cyclone,Dangerous,Gujarat Coast,13-08-1984,High Tide
2.03,28.3,28.3,19.2,0.77,None,Safe,West Bengal Coast,28-03-1988,Intertidal
2.43,28.8,28.6,33.9,1,None,Safe,West Bengal Coast,16-05-2001,Offshore
1.78,9,30.2,4.1,0.94,None,Safe,West Bengal Coast,03-06-1980,Low Tide
3.43,38.9,32.5,2.5,0.66,None,Safe,Tamil Nadu Coast,17-05-2009,High Tide
2.11,16.4,24.6,30.4,0.79,None,Safe,Odisha Coast,10-11-1983,Intertidal
1.84,28.1,27.9,8,0.64,None,Safe,Tamil Nadu Coast,15-07-2013,Offshore
1.5,41,27.3,66.6,1,None,Safe,Mumbai Coast,23-02-1982,Low Tide
2.66,38.1,29.1,27.6,0.91,Erosion,Caution,Mumbai Coast,14-02-2011,High Tide
2.52,27.4,28.5,8.7,0.73,Rising sea level,Caution,Odisha Coast,02-03-2002,Intertidal
1.7,22.7,27.1,7.5,0.74,None,Safe,Tamil Nadu Coast,12-09-2000,Offshore
2.35,38.4,26.9,16.3,0.96,Cyclone,Dangerous,Gujarat Coast,25-04-2014,Low Tide
1.09,35.1,25.2,1.8,0.8,None,Safe,West Bengal Coast,08-02-2000,High Tide
2.11,19.6,30.5,2.8,0.98,None,Safe,West Bengal Coast,24-09-1999,Intertidal
2.27,17.5,29.1,4.3,0.31,None,Safe,Odisha Coast,28-04-1995,Offshore
3.02,2.1,30.3,32.8,0.78,None,Safe,Mumbai Coast,19-11-1995,Low Tide
1.54,28.8,27.2,15.9,0.61,Algal bloom,Caution,Mumbai Coast,07-09-1987,High Tide
1.23,26,26.4,0.2,1,None,Safe,West Bengal Coast,21-06-1981,Intertidal
1.46,40.6,25.3,24.6,0.98,None,Safe,Odisha Coast,22-05-1996,Offshore
1.2,31.3,28.9,12.1,0.71,Flooding,Dangerous,Tamil Nadu Coast,15-01-1985,Low Tide
2.8,43,25.4,15.7,0.98,Algal bloom,Caution,Mumbai Coast,29-02-2016,High Tide
2.93,18.6,32.6,5.3,1,None,Safe,Tamil Nadu Coast,24-02-2009,Intertidal
2.19,40.7,24.7,17.7,0.71,None,Safe,Mumbai Coast,12-11-2003,Offshore
2.73,20.7,28.7,85.2,1,None,Safe,Mumbai Coast,01-02-1999,Low Tide
2.08,36.3,31.9,1.7,0.69,None,Safe,Kerala Coast,27-05-1995,High Tide
1.94,9.5,29.5,7.3,0.66,None,Safe,Mumbai Coast,29-01-1988,Intertidal
1.8,29.8,28.4,6.1,0.86,None,Safe,Gujarat Coast,18-11-2001,Offshore
1.81,3.2,25.6,6.3,0.64,Cyclone,Dangerous,Odisha Coast,27-09-2013,Low Tide
1.07,23.8,24.5,10.5,0.72,Algal bloom,Caution,Odisha Coast,01-02-1993,High Tide
2.16,32.3,29.9,37.5,0.95,Algal bloom,Caution,Tamil Nadu Coast,11-09-2013,Intertidal
1.98,20.7,31.8,53.7,0.7,None,Safe,Mumbai Coast,26-06-1986,Offshore
2.45,14.4,26.9,5,0.39,None,Safe,Gujarat Coast,17-12-2012,Low Tide
2.06,37.2,25.2,17.2,0.77,None,Safe,Tamil Nadu Coast,22-03-1998,High Tide
1.9,25.8,21.9,22.3,0.57,Cyclone,Dangerous,Kerala Coast,18-05-2002,Intertidal
1.48,21.1,25.5,16.2,0.86,None,Safe,Tamil Nadu Coast,22-04-1992,Offshore
2.04,27.5,27.7,12.5,0.83,Rising sea level,Caution,Tamil Nadu Coast,28-10-2009,Low Tide
2.44,58.6,32,4.7,0.96,Algal bloom,Caution,Mumbai Coast,01-02-2005,High Tide
1.31,40.8,29.7,14.7,0.86,Rising sea level,Caution,Kerala Coast,07-06-1996,Intertidal
2.05,41,28.8,11.3,0.9,Algal bloom,Caution,Tamil Nadu Coast,09-02-1998,Offshore
2.14,32.2,27,34.9,0.58,Illegal dumping,Caution,Gujarat Coast,15-08-2005,Low Tide
1.57,29,26.5,31.7,0.84,Cyclone,Dangerous,Gujarat Coast,11-09-2016,High Tide
1.65,1.8,31.5,3.2,1,Illegal dumping,Caution,Odisha Coast,04-12-2015,Intertidal
2.14,18.9,28.5,2,0.58,None,Safe,Kerala Coast,16-03-1996,Offshore
1.32,21.2,22.7,52.5,1,None,Safe,Kerala Coast,09-01-2010,Low Tide
2.21,4.5,26.3,16.9,0.6,Cyclone,Dangerous,Odisha Coast,09-11-2007,High Tide
1.46,13.1,25.9,42.9,0.55,Illegal dumping,Caution,Tamil Nadu Coast,03-05-1982,Intertidal
2.64,3.2,26.6,1.3,0.75,None,Safe,Kerala Coast,09-05-1991,Offshore
3.4,26.5,29.4,16.4,0.83,None,Safe,Gujarat Coast,28-08-2012,Low Tide
1.48,36.8,27.7,17.1,0.86,Cyclone,Dangerous,Gujarat Coast,27-04-1990,High Tide
2.32,40.3,27.8,43.4,0.53,Cyclone,Dangerous,Mumbai Coast,28-07-1981,Intertidal
1.56,32,31.3,2.3,0.78,None,Safe,Kerala Coast,11-05-2011,Offshore
2.62,15.4,26.3,6.1,0.58,Algal bloom,Caution,Tamil Nadu Coast,22-02-1983,Low Tide
1.24,3.8,32.7,11.5,0.43,Illegal dumping,Caution,Odisha Coast,25-03-1997,High Tide
2.29,5.9,26.3,44.2,0.53,Rising sea level,Caution,Odisha Coast,05-09-1997,Intertidal
1.48,11.8,28.2,61.5,0.56,None,Safe,Tamil Nadu Coast,22-10-2020,Offshore
1.88,16.3,27.3,108.3,0.79,None,Caution,West Bengal Coast,23-07-2000,Low Tide
1.38,25.1,28.3,70.4,0.91,None,Safe,Mumbai Coast,31-01-2020,High Tide
2.49,14.8,29.1,0.1,0.43,None,Safe,Odisha Coast,15-02-2007,Intertidal
1.5,31.1,29.1,1.1,0.76,None,Safe,Kerala Coast,29-01-1993,Offshore
2.33,24.2,26.1,3.5,0.49,Flooding,Dangerous,Mumbai Coast,08-12-2015,Low Tide
1.79,27.1,25.2,9.4,0.81,None,Safe,Kerala Coast,21-07-1990,High Tide
1.93,40.7,34.3,39,0.59,Rising sea level,Caution,Gujarat Coast,04-08-2016,Intertidal
2.09,12.8,26.8,49.1,0.51,Rising sea level,Caution,Mumbai Coast,27-10-1986,Offshore
1.54,32,29.7,4.6,0.84,None,Safe,Odisha Coast,17-09-2009,Low Tide
2.13,26.8,24,21.3,0.59,Illegal dumping,Caution,Mumbai Coast,21-12-2019,High Tide
2.92,23,27.3,54.9,0.64,Algal bloom,Caution,Mumbai Coast,21-07-1988,Intertidal
1.53,37.6,27.7,13.7,0.3,Cyclone,Dangerous,Mumbai Coast,01-08-1995,Offshore
2.7,37.5,29.2,2.4,0.87,None,Safe,West Bengal Coast,09-05-1988,Low Tide
2.9,15.6,21.2,13.5,0.85,Cyclone,Dangerous,Mumbai Coast,05-01-1980,High Tide
1.51,24.8,28.4,10.4,0.7,None,Safe,Kerala Coast,19-04-1994,Intertidal
